GTCBSA,ALL_fpll,SOCIAL_fpll,CARE_fpll,K1_deaths,K2_deaths,K3_deaths,K1_cases,K2_cases,K3_cases,LOG_POP,%_REPUBLICAN,%_DEMOCRAT,%_OTHER_VOTES,%_GREEN,%_LIBERTARIAN,Perc.Native,workplace_close_H,stay_at_home_H,school_closing_H,cancel_events_H,close_transit_H,movement_restriction_H
13220,0,0,0,0.036217988,0.047131671,0,0.115685852,0.043760654,0.017594838,5.074918788,0.725524336,0.261067083,0,0.003121998,0.010286583,80.9,0.934693878,0.175510204,0.473469388,1,0,1
13260,0,0,0,0.141001693,0.002903511,0.018489286,0.363399738,0.020862389,0.033864793,4.658469312,0.742021403,0.235957194,0,0,0.022021403,0,0.914285714,0.624489796,0.363265306,0.620408163,0,0
13300,0,0,0,0,0.023165891,0.012827583,0.148680649,0.103751094,0.007488962,4.513364116,0.637579618,0.349044586,0.000636943,0.002866242,0.009872611,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
13340,0,0,0,0,0,0.149281693,0.098851417,0.026478521,0.037820438,4.656251568,0.768743581,0.216321465,0.003295104,0,0.011639849,0,1,1,0.440816327,1,0,1
13380,0,0,0,0.156783291,0,0.022526566,0.355037055,0.01220243,0.019622749,5.344040372,0.364225941,0.603520416,0.009053528,0.005237339,0.017962776,57,0.314285714,0.126530612,0.204081633,0.2,0,0.795918367
13420,0,0,0,0,0.022738067,0.024899093,0.169852827,0.079955771,0.030983875,4.666546059,0.503865393,0.472363471,0.01008723,0.003100583,0.010583323,0,1,1,0.044897959,1,0.171428571,1
13460,0.212211803,0.159085938,0.061182973,0,0.199187041,0.040674456,0.305476151,0.040556919,0.01976129,5.270098613,0.444336203,0.526709999,0.008839453,0.003369692,0.016744654,40.3,0.32244898,0.836734694,0.126530612,0.836734694,0,0.134693878
13500,0,0,0,0.156944613,0.059824908,0.017390305,0.180918119,0.020025453,0.008356003,4.42737249,0.440677966,0.549536956,0.000873668,0.002883103,0.006028307,0,1,1,0.379591837,0.787755102,0,1
13540,0,0,0,0,0,0.019653449,0.214573648,0.004584239,0.032697536,4.553227451,0.347367877,0.612594927,0.026502041,0.003822906,0.009712249,0,1,1,0.530612245,0.648979592,0,1
13620,0,0,0,0,0,0.120714049,0.093838556,0.039678234,0.133262508,4.501620605,0.519516191,0.459232845,0.00592714,0.000578258,0.014745567,0,1,1,0.250611234,0.26312454,0,1
13660,0,0,0,0.000223212,0,0.066605566,0.187717192,0.029513495,0,4.635996153,0.630291225,0.350372939,0.002517934,0.002422918,0.014394983,0,0.657142857,0.987755102,0.636734694,0.371428571,0,1
13700,0,0,0,0,0.052525927,0.04183431,0.222797308,0.052130694,0.070745528,4.560492467,0.795391959,0.19350101,9.18E-05,0.002570222,0.008445016,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
13720,0,0,0,0,0.057923587,0.101136252,0.331675306,0.06641936,0.024631603,4.627939075,0.79234416,0.198918622,0.001959017,0,0.0067782,0,1,1,0.530612245,0.534693878,0,1
13740,0.29307479,0.249489953,0,0.057923587,0.172916486,0.017182349,0.253570457,0.043901708,0.023590802,5.253025259,0.609065838,0.363093154,0,0,0.027841009,57.3,1,0.040816327,0.395918367,1,0,1
13780,0.292138849,0.252419695,0.144271207,0.147195475,0,0.015573752,0.348678817,0.009010776,0.03321964,5.383589187,0.493755478,0.477347806,0.011671611,0.00441583,0.012809277,79.2,0.555102041,0.902040816,0.502040816,0.591836735,1,1
13820,0.206553514,0.170394226,0.021475271,0.252465205,0.007421113,0.021932313,0.444960471,0.037630963,0.008587458,6.035561808,0.574325103,0.41059902,0.015075877,0,0,77.9,0.873469388,0.795918367,0,0.081632653,0,1
13900,0,0,0,0.099021026,0.098740875,0.057608563,0.215354806,0.043563853,0.001834182,5.105520403,0.691758589,0.275091922,0.006348386,0,0.026801103,72.5,0.702040816,1,0.126530612,0,0,1
13940,0,0,0,0,0,0.046357722,0.12944915,0.080109027,0.021923857,4.661235135,0.764902981,0.206241248,0.013502701,0,0.015353071,0,0.224489796,1,0.012244898,0.371428571,0,0.518367347
13980,0.365919979,0.27766412,0,0,0.148444689,0.045425792,0.321053584,0.068577301,0,5.222156989,0.556983042,0.419784045,0.004522918,0,0.018709995,64.4,1,1,0.530612245,0.534693878,0,1
14010,0.184003136,0.11543434,0.091881224,0.101235596,0,0.033025174,0.214511405,0.076477682,0.022817218,5.236985432,0.485488182,0.485382948,0.004798687,0.005777366,0.018552817,81.4,0.759183673,0.983673469,0.13877551,0.653061224,0,0.269387755
14020,0.49487307,0.300288868,0.311020986,0.186900624,0,0.033222706,0.290620777,0.033818642,0.009057798,5.223485557,0.401847923,0.578755732,0.000355896,0.001204572,0.017835877,67.7,0.914285714,0.624489796,0.363265306,0.620408163,0,0
14100,0,0,0,0.128648379,0.002222354,0.024873005,0.305069278,0,0.017345093,4.924144841,0.633628059,0.349347858,0,0,0.017024083,82.9,0.857142857,0.885714286,0.175510204,0.163265306,0,0.885714286
14140,0,0,0,0,0.25956219,0.023788463,0.121880246,0.081355022,0.028408482,5.033061693,0.794241046,0.193459347,0.001258667,0.001634059,0.009406881,70,0.961455866,0.513380311,0.496886128,0.809320831,0,1
14180,0,0,0,0.099021026,0.106492364,0.018168994,0.242783785,0.059552287,0.014487104,4.624550223,0.591152163,0.369308054,0.027872306,0.001944579,0.009722897,0,0.946938776,1,0.665306122,1,0,1
14220,0,0,0,0.155349582,0.008423542,0.011867254,0.315017513,0.019391636,0.027940263,4.66684545,0.681955619,0.30594988,0.005944755,0,0.006149746,0,1,1,0.383673469,1,0,1
14260,0.190589448,0.161889135,0.029023692,0.16645008,0.053154273,0.016651413,0.331685067,0.057689796,0.013776228,5.851712591,0.562421646,0.406810914,0.011134006,0,0.019633433,46.5,0.224489796,1,0.012244898,0.371428571,0,0.518367347
14380,0,0,0,0,0,0.146092139,0.150078648,0.056088059,0.028918458,4.739770066,0.448510242,0.531409063,0.004903786,0.003196772,0.011980137,0,1,1,1,1,1,0.942857143
14420,0,0,0,0,0,0.073793008,0.194545759,0.022897412,0.065728306,4.329275812,0.875527186,0.10999658,0.000227972,0.001139861,0.013108401,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
14460,0.138422266,0.105712833,0.023451743,0.377210383,0.003670796,0.005279738,0.45697079,0.003053082,0.017626549,6.684158023,0.306769698,0.665895867,0.010575935,0.004260086,0.012498415,67.4,0.743747614,1,0.15878034,0.926801838,0.04085183,0.896013525
14500,0.128209525,0.106059602,0.009597649,0.132028034,0,0.014160497,0.372917327,0.034205366,0.027516372,5.508543185,0.206204424,0.771860793,0.006234505,0.003381673,0.012318605,34.1,0.559183673,0.526530612,0.126530612,0.816326531,0.236734694,0.967346939
14540,0.172297093,0.172297093,0.045319306,0.165816793,0,0.019697714,0.196180766,0.015403757,0.012418194,5.241790454,0.638767264,0.343328959,0.00432653,0,0.013577247,68.6,0.897959184,0.771428571,0.612244898,1,0,1
14580,0,0,0,0,0.171425509,0.047071113,0.305731795,0.048908231,0.035484775,5.03367702,0.446554615,0.521900844,0,0,0.031544541,39.3,1,0.040816327,0.395918367,1,0,1
14620,0,0,0,0,0,0.109295386,0.129044404,0.039711521,0.062619159,4.617010831,0.723466557,0.261892531,0,0,0.014640912,0,0.857142857,0.885714286,0.175510204,0.163265306,0,0.885714286
14660,0,0,0,0.176252475,0,0.031606718,0.250366091,0.038795878,0.044535303,4.970741932,0.637952858,0.343265711,0.008176251,0.002599979,0.0080052,79.7,1,1,0.044897959,1,0.171428571,1
14700,0,0,0,0.057762265,0.141435702,0.018554963,0.157565041,0.061709147,0.018445207,4.741261932,0.788635501,0.197560921,0.000960443,0.002300596,0.010542539,0,0.012244898,0.126530612,0.395918367,0.110204082,0,0.187755102
14720,0,0,0,0.099021026,0.057923587,0,0.196196825,0,0.024230735,4.486416309,0.288002598,0.683532659,0.00611505,0.003246929,0.019102765,0,0.559183673,0.526530612,0.126530612,0.816326531,0.236734694,0.967346939
14740,0,0,0,0,0.07174489,0.016885972,0.2512093,0.040179602,0,5.424688937,0.387989059,0.568953565,0.008167793,0.00455657,0.030333014,43,0.314285714,0.126530612,0.204081633,0.2,0,0.795918367
14780,0,0,0,0.145827763,0.007832437,0.003998048,0.214990757,0.027285742,0,4.546085921,0.743616228,0.244505652,0.00051644,0.001147644,0.010214036,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
14820,0,0,0,0,0.096876853,0.016356857,0.134993714,0.072222931,0,4.528595358,0.570280337,0.413840423,0.00460694,0.0024505,0.0088218,0,1,1,1,1,1,0.942857143
14860,0.158335688,0.131152679,0.02732816,0.274647318,0,0.005841603,0.536464601,0.003135213,0.017977326,5.974937949,0.356575839,0.62977883,0.000364101,0.003558455,0.009722775,55.1,1,0.457142857,0.289795918,0.934693878,1,1
15020,0,0,0,0.222797308,0.008897586,0.004893932,0.140089469,0.036806879,0.011502915,4.535547279,0.690197012,0.299982144,0.004880662,0.001130885,0.003809297,0,0.869387755,1,0.534693878,0.648979592,0.310204082,1
15060,0,0,0,0,0,0.012105021,0.037916523,0.028909692,0.08797388,4.355068206,0.568442211,0.405896147,0.006164154,0.004221106,0.015276382,0,0.32244898,0.836734694,0.126530612,0.836734694,0,0.134693878
15100,0,0,0,0,0,0.064761152,0.142359764,0.080906535,0.029021061,4.53908865,0.549186517,0.419441203,0,0,0.03137228,0,0.971428571,0.971428571,0.608163265,0,0,1
15180,0.198534345,0.133500389,0,0.164791843,0.133399145,0,0.288118795,0.081950507,0.005055329,5.624968584,0.429449787,0.561099725,0.000131378,0.002942877,0.006376233,88.2,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
15220,0,0,0,0.194864359,0.043446827,0.031587165,0.120319231,0.016232219,0.010259038,4.578123251,0.857786962,0.13194314,0.000375728,0.001502912,0.008391258,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
15260,0,0,0,0.132809785,0.056476633,0.004385533,0.224589495,0.110800077,0.009204753,5.069668097,0.649044767,0.340091447,0,0,0.010863786,58.6,1,0,0.297959184,1,0,1
15340,0,0,0,0.066483067,0.034370693,0.029241013,0.26292671,0,0.032216143,4.621394413,0.746205163,0.237648651,0.002707145,0,0.013439041,0,1,1,0.440816327,1,0,1
15380,0.247617146,0.224309356,0.04162845,0.29619412,0.008996902,0.014661822,0.478284013,0,0.025097315,6.053145696,0.435990187,0.538470531,0.011907443,0.004052244,0.009579595,87.2,0.555102041,0.902040816,0.502040816,0.591836735,1,1
15420,0,0,0,0,0.027691937,0,0.21802833,0.042983626,0.024996843,4.64733406,0.804221995,0.171036205,0.012938372,0,0.011803428,0,0.224489796,1,0.012244898,0.371428571,0,0.518367347
15460,0,0,0,0,0.117616322,0.014200716,0.158404887,0.061548944,0.027245851,4.664594971,0.552302673,0.427064356,0.00423675,0.002669152,0.013727069,0,0.828783926,0.99759352,0.184015674,0.329420049,0,0.892310017
15500,0.300106237,0.236894653,0.102337667,0.117616322,0,0.005991717,0.199513415,0.054764177,0.012219645,5.213050008,0.534968812,0.450976293,0.0034963,0.002590282,0.007968313,72.8,1,1,1,1,1,0.942857143
15540,0.145949615,0.145949615,0.072974808,0.264056069,0.001872738,0.005310994,0.38363477,0.01904484,0.022191462,5.340015558,0.261039274,0.698986852,0.026981004,0.00339012,0.009602749,54.6,1,1,0.530612245,0.648979592,0,1
15580,0,0,0,0,0,0.163623345,0.19132738,0.062807677,0.060728286,4.541204691,0.415103441,0.55697288,0,0,0.027923679,0,1,0.040816327,0.395918367,1,0,1
15620,0,0,0,0.004201009,0,0.084487752,0.160270368,0.023222137,0.042262899,4.683803241,0.693930422,0.288860104,0.001369356,0.002146558,0.01369356,0,0.657142857,0.987755102,0.636734694,0.371428571,0,1
15660,0,0,0,0.100048462,0.022542592,0.007136803,0.192372543,0.033807767,0,4.757411214,0.807431448,0.182415845,0,0,0.010152707,0,1,0,0.297959184,1,0,1
15680,0.098700025,0.080869938,0,0.056268043,0,0,0.339885339,0.012903905,0.019157111,5.050341082,0.553777059,0.41566514,0.006988233,0.003592922,0.019976646,56.7,0.812244898,0.697959184,0.355102041,0.253061224,0.355102041,0.926530612
15700,0,0,0,0.099021026,0.019961659,0.025354892,0.235662471,0.025910781,0.018768505,4.507018846,0.548538524,0.429179445,0.005320148,0.006071227,0.010890655,0,0.812244898,0.697959184,0.355102041,0.253061224,0.355102041,0.926530612
15740,0,0,0,0.091734397,0.048067462,0.053163825,0.199715485,0,0.030999136,4.59229892,0.735436094,0.251069665,0.00378497,0,0.00970927,0,1,1,0.440816327,1,0,1
15780,0,0,0,0,0.016750528,0.046975032,0.287399627,0.056525695,0.028703766,4.462727338,0.586741173,0.378799424,0.020743375,0.005672678,0.008043349,0,0.946938776,1,0.665306122,1,0,1
15820,0,0,0,0,0.038743667,0.060943327,0.10553251,0.080593345,0.018321866,4.562887381,0.749480416,0.236690647,0.004316547,0,0.00951239,0,0.897959184,0.771428571,0.612244898,1,0,1
15860,0,0,0,0,0,0.04946304,0.127890681,0.013214133,0.097634442,4.675053914,0.685409086,0.288335877,0.008412568,0.002308565,0.015533905,0,0.559183673,0.526530612,0.126530612,0.816326531,0.236734694,0.967346939
15940,0.15507489,0.12834146,0.040861298,0.15213533,0.013901602,0.02354996,0.242784957,0.016795159,0.034768513,5.601773262,0.596998398,0.387841698,0.003797326,0,0.011362578,85.1,1,1,0.440816327,1,0,1
15980,0.095338461,0.085790097,0.009548364,0.155133977,0.031807367,0.006400497,0.247026878,0.054455223,0.011270084,5.86774318,0.592149257,0.400343743,0.0012719,0.001117038,0.005118063,31.5,0,0.012244898,0.726530612,0,0,1
16020,0,0,0,0.099021026,0.115672417,0.058781803,0.227729086,0.052998448,0.024223737,4.986664267,0.726767357,0.258006499,0.000981013,0.002432095,0.011813035,73.3,0.06046133,0.181860944,0.379319268,0.145246625,0,0.193024657
16060,0.194040644,0.112130346,0.081873534,0.057762265,0,0.003415136,0.232338383,0.037379694,0.022044276,5.138533208,0.598461702,0.379902657,0.002202643,0.00644806,0.012984937,77.1,0.759183673,0.983673469,0.13877551,0.653061224,0,0.269387755
16100,0,0,0,0,0.068854871,0.065233541,0.104970304,0.05012853,0.023455259,4.761416603,0.751614848,0.233571613,0.002626819,0.001894755,0.010291965,0,0.816326531,1,0.657142857,1,0,0.510204082
16180,0,0,0,0.068854871,0.007507358,0.037068341,0.126478701,0.023629576,0.030838801,4.738566529,0.54181378,0.428225562,0.015434278,0,0.01452638,36.2,0.66122449,1,0.159183673,1,0,1
16220,0,0,0,0,0.041893511,0.109295386,0.369306239,0.026923249,0.047562279,4.904893986,0.714051595,0.241021729,0.019637761,0,0.025288915,52.9,1,1,0.314285714,1,0,1
16260,0,0,0,0,0,0,0.317302703,0,0,4.709380217,0.756413321,0.194869344,0.019080625,0.003107075,0.026529637,0,0.546938776,0.387755102,0.314285714,0.244897959,0,1
16300,0.06867391,0.062793227,0.039904159,0.210199239,0,0.016168422,0.360025431,0.019521212,0.052884425,5.431453831,0.454297827,0.524185278,0.003958482,0.002410363,0.015148051,74.8,0.840816327,1,0.191836735,0.273469388,0,1
16340,0,0,0,0,0.156944613,0.021330616,0.240132962,0.049314809,0.019893593,4.622296935,0.781021898,0.210241968,0,0,0.008736134,0,1,0,0.297959184,1,0,1
16380,0,0,0,0,0,0.021073858,0.156783291,0.030826385,0.023438352,4.61155338,0.818652414,0.169605656,0.003156433,0,0.008585497,0,1,1,0.440816327,1,0,1
16460,0,0,0,0,0,0.089942154,0.129397685,0,0.000859633,4.576836417,0.726200023,0.259136213,0.001088326,0.004238744,0.009336694,0,0.759183673,0.983673469,0.13877551,0.653061224,0,0.269387755
16500,0,0,0,0.060936016,0.041097439,0.066225042,0.149676732,0.042651362,0.022140287,4.892901196,0.64867907,0.320466133,0.006488777,0.003906509,0.020459511,59.8,0.314285714,0.126530612,0.204081633,0.2,0,0.795918367
16540,0.238823598,0.219488191,0.045206124,0.069059457,0,0.035417995,0.300478345,0.012536256,0.028912764,5.187935077,0.708626815,0.277558397,0,0,0.013814788,66.3,0.857142857,0.885714286,0.175510204,0.163265306,0,0.885714286
16580,0.151746751,0.151746751,0,0.072404484,0.026694858,0.025431037,0.290879988,0.014887838,0.02713544,5.354728691,0.416210227,0.555322248,0.005200282,0.007407275,0.015859968,74.7,0.759183673,0.983673469,0.13877551,0.653061224,0,0.269387755
16620,0.299682962,0.270734767,0.057240074,0.091617208,0.044177927,0.025338942,0.293911111,0.033089056,0.015080473,5.421789778,0.590703966,0.391308483,0,0.003371345,0.014616206,82.5,0.934693878,0.175510204,0.473469388,1,0,1
16660,0,0,0,0.222797308,0.012206359,0.024195799,0.317294823,0.038745414,0.02236303,4.793713573,0.655390674,0.323827273,0.002426331,0.005380125,0.012975596,0,0.759183673,0.983673469,0.13877551,0.653061224,0,0.269387755
16700,0.151514624,0.120584314,0.015297769,0.167487109,0.068757096,0.011429708,0.372783192,0.08587938,0.00927475,5.889025908,0.480804707,0.500587878,0.000786334,0.003140344,0.014680736,49.9,1,1,0.379591837,0.787755102,0,1
16740,0.252902109,0.219365163,0.054188137,0.187489608,0.019923122,0.011415333,0.410886712,0.031375543,0.014600745,6.405783338,0.49047173,0.494061297,0.003679581,0.002395972,0.00939142,53.9,1,1,0.903888666,0.967119807,0.845083704,0.951709503
16820,0.163789193,0.139623201,0.024197892,0,0.042141469,0.030480383,0.327497677,0.01594034,0.017187601,5.33333642,0.361675507,0.618365849,0.004712458,0,0.015246187,54.8,1,1,0.530612245,0.534693878,0,1
16860,0.289977015,0.283797898,0.068833767,0.16049542,0.026186134,0.021027024,0.286082645,0.064824196,0.017662861,5.745238012,0.621761519,0.35999341,0.014367706,0,0.003877365,55.7,0.371063931,0.539935682,0.265325708,0.759698955,0,0.979233243
16940,0,0,0,0,0,0.044375718,0.217898837,0.027348227,0.047432462,4.99264187,0.616552822,0.336383934,0.023564781,0,0.023498464,37.9,1,1,0.314285714,1,0,1
16980,0.172188148,0.14835693,0.045494635,0.350609286,0.011056518,0.008504819,0.340668487,0,0.022853764,6.978116807,0.332540374,0.649710212,0.002909371,0.004682261,0.010157782,77,0.763831004,0.95651288,0.153752484,0.639944938,0,0.261514059
17020,0.247576156,0.177331987,0,0,0.071280255,0.016799092,0.224042081,0,0.017188734,5.353756633,0.477436169,0.494052868,0.006162679,0.004967374,0.01738091,78.8,0.028571429,0.832653061,0.4,0.485714286,0,0.991836735
17060,0,0,0,0,0.052294916,0.036009695,0.215327306,0.06497368,0.021929072,4.886197336,0.6690291,0.317036548,0.003573681,0,0.010360671,87.9,1,1,0.440816327,1,0,1
17140,0.206716944,0.172935015,0.032232915,0.32039718,0.008433505,0.016207266,0.288225115,0.023126963,0.021864105,6.34276623,0.558656305,0.424913323,0.003265571,1.05E-05,0.013154286,70.5,0.976660657,0.942459055,0.473675061,0.98911797,0,0.971332287
17220,0,0,0,0,0.047162646,0.023425088,0.197088832,0.018434543,0,4.970030572,0.702801045,0.279518425,0,0.003565411,0.014115119,80.4,0.934693878,0.175510204,0.473469388,1,0,1
17260,0,0,0,0.058278324,0.021325567,0,0.28257068,0.065377483,0.010301969,4.366516344,0.279378897,0.708151982,0.008469592,0.001646865,0.002352664,0,0.869387755,1,0.534693878,0.648979592,0.310204082,1
17300,0.076279081,0.060961578,0.063177099,0.287399627,0.045866417,0.011035134,0.219866235,0.045062237,0.019738164,5.476353323,0.581077077,0.39407941,0.020926701,0,0.003916812,45.5,0.363807154,0.751433576,0.360879237,0.768629335,0,0.980005004
17340,0,0,0,0,0.037872998,0.020602426,0.226222095,0.107742082,0.017699383,4.807501203,0.455469943,0.518568652,0.005796196,0.007184506,0.012980702,77.3,0.028571429,0.832653061,0.4,0.485714286,0,0.991836735
17380,0,0,0,0.123776282,0.046488914,0,0.237220205,0.048862638,0.010693313,4.503082165,0.339857392,0.647846333,0.00742142,0.001382421,0.003492433,0,0.869387755,1,0.534693878,0.648979592,0.310204082,1
17420,0.266520013,0.255933938,0.10041361,0,0.047277858,0.015229122,0.267845814,0.056880063,0.021143217,5.088359383,0.774476717,0.209183956,0.016339327,0,0,61.2,0.134693878,0.742857143,0.253061224,0.669387755,0,0.971428571
17460,0.217105816,0.155536067,0.037662311,0.16373275,0.008378084,0.022358271,0.410676499,0.020685388,0.028635824,6.313212756,0.422365458,0.565671311,0.003379013,0,0.008584218,80.3,1,1,0.440816327,1,0,1
17500,0,0,0,0.141535421,0.015924839,0.009025557,0.206081094,0.032002041,0.011006445,4.609935735,0.610973725,0.380911901,0.002086553,0.001004637,0.005023184,0,0,0.012244898,0.726530612,0,0,1
17540,0,0,0,0,0.04753864,0.015971721,0.43135766,0.048239631,0.038539548,4.671256175,0.543200875,0.437963301,0.004212744,0.001903836,0.012719245,0,0.840816327,1,0.191836735,0.273469388,0,1
17580,0,0,0,0,0.020745698,0,0.196180766,0.043532482,0.019119133,4.696635925,0.691609827,0.2852129,0.003443481,0.003509701,0.016224091,0,0.816326531,1,0.657142857,1,0,0.510204082
17620,0,0,0,0,0,0,0.057923587,0.096520696,0.021483344,4.590016582,0,0,0,0,0,0,0,0,0,0,0,0
17640,0,0,0,0,0,0,0.026033414,0.060793527,0.023733091,4.448845396,0,0,0,0,0,0,0,0,0,0,0,0
17660,0.267947687,0.227277171,0.022958851,0,0.026276877,0.030273018,0.28476611,0.092548819,0.02358448,5.196789459,0.702348352,0.271742654,0.008092369,0,0.017816625,35.2,0.224489796,1,0.012244898,0.371428571,0,0.518367347
17700,0,0,0,0,0,0.007266678,0.099092623,0.062875617,0.020750523,4.512163891,0.739684195,0.240429018,0,0,0.019886787,0,0.791836735,1,0.334693878,0.828571429,0,1
17740,0,0,0,0.123776282,0,0,0.338480217,0.015208772,0.036873394,4.638619027,0.684846124,0.299912349,0.002434749,0.002288664,0.010518115,0,0.657142857,0.987755102,0.636734694,0.371428571,0,1
17780,0.132445891,0.096896978,0.036743189,0.207360645,0.021938152,0.021205556,0.351576558,0.061793893,0,5.411668519,0.588774578,0.388241999,0.001159489,0.002751329,0.019072606,74,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
17820,0.151173567,0.132143605,0.039674438,0.217618059,0,0.034109527,0.337445939,0.023014249,0.034076447,5.859437335,0.540865105,0.422494252,0.009628844,0.002930847,0.024080952,33.7,0.559183673,0.526530612,0.126530612,0.816326531,0.236734694,0.967346939
17860,0,0,0,0.099021026,0.057923587,0.043182982,0.478424404,0.044089739,0,5.312534888,0.423898736,0.549140049,0.001546595,0.003828098,0.021586522,70.9,0.012244898,0.126530612,0.395918367,0.110204082,0,0.187755102
17900,0.215794027,0.186897931,0.031316646,0.177759915,0.019042839,0.007404307,0.356391565,0.0354874,0,5.916073709,0.464853629,0.519814796,0.000853829,0.003233596,0.01124415,62.9,1,1,0.379591837,0.787755102,0,1
17980,0.120779423,0.107845709,0.012933714,0.22202984,0.035846434,0.015803157,0.290395941,0.046381161,0,5.504337631,0.451620773,0.536653314,0.001865128,0,0.009860784,57.1,0.976098472,0.150348323,0.24167494,0.826521166,0,1
18020,0,0,0,0.070685027,0.00860977,0.017367547,0.258700358,0.008730698,0.033211028,4.916353918,0.618462812,0.356947702,0.000275976,0.000248379,0.02406513,76.7,0.914285714,0.624489796,0.363265306,0.620408163,0,0
18060,0,0,0,0.088305289,0,0,0.093271086,0.022869718,0.016814352,4.771954749,0.506589332,0.48041555,0.005139312,0.0011747,0.006681106,0,0.869387755,1,0.534693878,0.648979592,0.310204082,1
18100,0,0,0,0,0.11552453,0.034409292,0.314853626,0,0.025344946,4.52079784,0.777515472,0.208001021,0,0,0.014483507,0,0.604081633,0.889795918,0.563265306,0.469387755,1,1
18140,0.176300486,0.156084052,0.040289924,0.165564073,0.006562774,0.013184757,0.439067687,0.015979679,0.022010321,6.31759559,0.450994886,0.53285401,0.003614181,0,0.012536924,76.3,1,1,0.440816327,1,0,1
18180,0,0,0,0.079978521,0.007580982,0.030797862,0.278206326,0,0.018035208,5.175850883,0.442191415,0.54042648,0,0,0.017382106,57.7,1,1,0.195918367,0.187755102,0,1
18220,0,0,0,0.189951621,0.030932957,0.032369986,0.168136882,0.03253511,0.034244868,4.365375653,0.765094712,0.2206985,0,0,0.014206788,0,0.914285714,0.624489796,0.363265306,0.620408163,0,0
18260,0,0,0,0.113501923,0.062940754,0.022083433,0.187141115,0.024362635,0.016153425,5.046093071,0.73121157,0.252344085,0.016444345,0,0,68.3,0.134693878,0.742857143,0.253061224,0.669387755,0,0.971428571
18300,0,0,0,0,0,0.041358085,0.36160341,0.031324626,0.021505705,4.804043973,0.588779501,0.384167229,0.007012812,0.004612272,0.015428186,44.5,0.32244898,0.836734694,0.126530612,0.836734694,0,0.134693878
18380,0,0,0,0.094382675,0.017880449,0.032814291,0.192515954,0,0.037301627,4.356274501,0.62035079,0.371439234,0,0,0.008209976,0,1,0,0.297959184,1,0,1
18420,0,0,0,0,0.099021026,0.017474863,0.295201434,0.08122292,0,4.569256833,0.811625404,0.176153992,0.004179067,0.000569873,0.007471665,0,0.869387755,1,0.534693878,0.648979592,0.310204082,1
18460,0,0,0,0.127138579,0,0,0.255885197,0.017692499,0.012584119,4.649587961,0.814261942,0.17438332,0,0,0.011354738,0,1,0,0.297959184,1,0,1
18500,0,0,0,0.222528403,0,0.028681927,0.308548655,0,0.035237484,4.984176135,0.633631439,0.339453091,0.011135953,0.003525669,0.012253848,83,0.555102041,0.902040816,0.502040816,0.591836735,1,1
18580,0.053849074,0.039169604,0.003179392,0,0.22816206,0.004414083,0.54584551,0.155590397,0.009859125,5.631999473,0.546044483,0.440046404,7.25E-05,0.002972756,0.010863851,82.4,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
18620,0,0,0,0.099021026,0.066605566,0.016899587,0.188465453,0.058212441,0.061953206,4.690151762,0.721644093,0.266746849,0.000104586,0.002771532,0.008732939,0,0.67755102,0.216326531,0.236734694,0.036734694,0,0.081632653
18660,0,0,0,0,0,0.076613307,0.214849011,0.029509152,0.0500774,4.680018063,0.49282843,0.47364334,0.014891284,0.005161703,0.013475242,0,0.555102041,0.902040816,0.502040816,0.591836735,1,1
18700,0,0,0,0.165262461,0,0.004568081,0.138186141,0.024840451,0.014483626,4.959551746,0.28178564,0.678554518,0.011685827,0.006344817,0.021629198,50,0.32244898,0.836734694,0.126530612,0.836734694,0,0.134693878
18740,0,0,0,0,0.014210281,0.055261101,0.091941821,0,0.038681013,4.563303059,0.736304439,0.246430492,0.003703925,0,0.013561145,0,1,1,0.440816327,1,0,1
18780,0,0,0,0,0,0.139248898,0.058028548,0.016359887,0.079010888,4.118165485,0.807002562,0.171221178,0.006974096,0.000996299,0.013805864,0,0.559183673,0.526530612,0.126530612,0.816326531,0.236734694,0.967346939
18820,0,0,0,0.198896955,0,0.017527363,0.292115094,0.009114202,0.031735764,4.583051338,0.736073962,0.244970345,0,0,0.018955693,0,0.914285714,0.624489796,0.363265306,0.620408163,0,0
18860,0,0,0,0,0,0.014769772,0.171447784,0.029009767,0.046003173,4.439253724,0.564131669,0.408364621,0.007596263,0.006810443,0.013097005,0,0.028571429,0.832653061,0.4,0.485714286,0,0.991836735
18880,0,0,0,0.087709338,0.036197342,0.012824006,0.471631034,0.06958443,0.01303675,5.434658308,0.7042865,0.278516279,0.001936483,0.001411759,0.013848979,38.6,0,0.012244898,0.726530612,0,0,1
18900,0,0,0,0,0.033471533,0,0.194654501,0.033452746,0,4.772439068,0.779701973,0.208432727,0.011865299,0,0,0,0.134693878,0.742857143,0.253061224,0.669387755,0,0.971428571
